subj,session,trial,rt,object_response,category,condition,imagename
subject-02,1,1,0.935236930847168,bicycle,bicycle,0.35,0000_nse_s02_0.35_bicycle_10_n03792782_19053.JPEG
subject-02,1,2,0.663241863250732,boat,boat,0.20,0001_nse_s02_0.20_boat_10_n03344393_2724.JPEG
subject-02,1,3,0.623234987258911,boat,elephant,0.90,0002_nse_s02_0.90_elephant_10_n02504458_2967.JPEG
subject-02,1,4,0.829555988311768,boat,knife,0.20,0003_nse_s02_0.20_knife_10_n03041632_80317.JPEG
subject-02,1,5,0.695809841156006,keyboard,keyboard,0.60,0004_nse_s02_0.60_keyboard_10_n04505470_4599.JPEG
subject-02,1,6,0.624464988708496,airplane,airplane,0.00,0005_nse_s02_0.00_airplane_10_n02690373_1235.JPEG
subject-02,1,7,0.808665990829468,boat,boat,0.03,0006_nse_s02_0.03_boat_10_n02951358_14598.JPEG
subject-02,1,8,0.65288782119751,clock,knife,0.00,0007_nse_s02_0.00_knife_10_n03041632_7380.JPEG
subject-02,1,9,0.798811912536621,cat,bear,0.20,0008_nse_s02_0.20_bear_10_n02133161_4060.JPEG
subject-02,1,10,0.747164964675903,cat,car,0.90,0009_nse_s02_0.90_car_10_n03100240_2313.JPEG
subject-02,1,11,1.35271716117859,bear,bear,0.35,0010_nse_s02_0.35_bear_10_n02133161_9786.JPEG
subject-02,1,12,0.712796926498413,clock,clock,0.05,0011_nse_s02_0.05_clock_10_n04548280_5136.JPEG
subject-02,1,13,1.3070981502533,chair,chair,0.10,0012_nse_s02_0.10_chair_10_n04099969_20604.JPEG
subject-02,1,14,1.15987491607666,airplane,airplane,0.03,0013_nse_s02_0.03_airplane_10_n02690373_4608.JPEG
subject-02,1,15,1.15962600708008,boat,cat,0.10,0014_nse_s02_0.10_cat_10_n02123394_5071.JPEG
subject-02,1,16,0.653826951980591,bicycle,bicycle,0.20,0015_nse_s02_0.20_bicycle_10_n02835271_4138.JPEG
subject-02,1,17,1.28981709480286,bicycle,oven,0.90,0016_nse_s02_0.90_oven_10_n04111531_797.JPEG
subject-02,1,18,1.21266984939575,boat,boat,0.10,0017_nse_s02_0.10_boat_10_n04273569_1379.JPEG
subject-02,1,19,0.846909046173096,cat,cat,0.20,0018_nse_s02_0.20_cat_10_n02124075_11684.JPEG
subject-02,1,20,0.655009984970093,oven,oven,0.00,0019_nse_s02_0.00_oven_10_n04111531_4665.JPEG
subject-02,1,21,1.14307904243469,dog,dog,0.00,0020_nse_s02_0.00_dog_10_n02090379_1292.JPEG
subject-02,1,22,0.735655069351196,oven,oven,0.05,0021_nse_s02_0.05_oven_10_n04111531_887.JPEG
subject-02,1,23,1.04179501533508,dog,dog,0.20,0022_nse_s02_0.20_dog_10_n02095889_9050.JPEG
subject-02,1,24,0.893826961517334,oven,oven,0.35,0023_nse_s02_0.35_oven_10_n04111531_13560.JPEG
subject-02,1,25,0.573961019515991,oven,airplane,0.90,0024_nse_s02_0.90_airplane_10_n02690373_2981.JPEG
subject-02,1,26,0.996100902557373,bird,knife,0.35,0025_nse_s02_0.35_knife_10_n03041632_29285.JPEG
subject-02,1,27,0.926855087280273,elephant,elephant,0.10,0026_nse_s02_0.10_elephant_10_n02504458_155.JPEG
subject-02,1,28,0.97074294090271,oven,bird,0.03,0027_nse_s02_0.03_bird_10_n01833805_1474.JPEG
subject-02,1,29,0.923071146011353,truck,truck,0.05,0028_nse_s02_0.05_truck_10_n04467665_46073.JPEG
subject-02,1,30,1.09190201759338,bird,bird,0.20,0029_nse_s02_0.20_bird_10_n02002724_18695.JPEG
subject-02,1,31,0.78399395942688,car,car,0.03,0030_nse_s02_0.03_car_10_n04285008_16670.JPEG
subject-02,1,32,1.35861206054688,bicycle,bicycle,0.00,0031_nse_s02_0.00_bicycle_10_n02835271_7256.JPEG
subject-02,1,33,NaN,na,bear,0.03,0032_nse_s02_0.03_bear_10_n02134418_4458.JPEG
subject-02,1,34,0.632723093032837,oven,clock,0.00,0033_nse_s02_0.00_clock_10_n04548280_8474.JPEG
subject-02,1,35,0.762785911560059,car,car,0.05,0034_nse_s02_0.05_car_10_n03100240_7936.JPEG
subject-02,1,36,0.828490972518921,airplane,airplane,0.03,0035_nse_s02_0.03_airplane_10_n02690373_734.JPEG
