subj,session,trial,rt,object_response,category,condition,imagename
subject-01,1,1,0.898876190185547,bottle,bottle,0,0001_tex_s01_0_bottle_00_bottles.png
subject-01,1,2,0.745113849639893,oven,oven,0,0002_tex_s01_0_oven_00_oven1.png
subject-01,1,3,0.645869016647339,oven,oven,0,0003_tex_s01_0_oven_00_oven2.png
subject-01,1,4,0.962326049804688,bear,bear,0,0004_tex_s01_0_bear_00_bear1.png
subject-01,1,5,0.779333829879761,chair,chair,0,0005_tex_s01_0_chair_00_chair2.png
subject-01,1,6,0.593374967575073,truck,truck,0,0006_tex_s01_0_truck_00_truck3.png
subject-01,1,7,0.72602105140686,airplane,airplane,0,0007_tex_s01_0_airplane_00_airplane3.png
subject-01,1,8,0.656722068786621,bicycle,bicycle,0,0008_tex_s01_0_bicycle_00_bicycle1.png
subject-01,1,9,0.695326089859009,bicycle,bicycle,0,0009_tex_s01_0_bicycle_00_bicycle2.png
subject-01,1,10,0.674275875091553,car,car,0,0010_tex_s01_0_car_00_car1.png
subject-01,1,11,0.620715141296387,boat,boat,0,0011_tex_s01_0_boat_00_boat2.png
subject-01,1,12,0.636843919754028,bottle,bottle,0,0012_tex_s01_0_bottle_00_bottle3.png
subject-01,1,13,0.64338493347168,elephant,elephant,0,0013_tex_s01_0_elephant_00_elephant3.png
subject-01,1,14,0.714293956756592,knife,knife,0,0014_tex_s01_0_knife_00_knife3.png
subject-01,1,15,0.698827981948853,clock,clock,0,0015_tex_s01_0_clock_00_clock3.png
subject-01,1,16,0.806961059570312,bear,dog,0,0016_tex_s01_0_dog_00_dog1.png
subject-01,1,17,0.829331159591675,cat,dog,0,0017_tex_s01_0_dog_00_dog2.png
subject-01,1,18,0.608130931854248,elephant,bear,0,0018_tex_s01_0_bear_00_bear2.png
subject-01,1,19,0.576512098312378,bear,bear,0,0019_tex_s01_0_bear_00_bear3.png
subject-01,1,20,0.70885705947876,truck,truck,0,0020_tex_s01_0_truck_00_truck2.png
subject-01,1,21,0.594374895095825,keyboard,keyboard,0,0021_tex_s01_0_keyboard_00_keyboard3.png
subject-01,1,22,0.564572095870972,boat,boat,0,0022_tex_s01_0_boat_00_boat3.png
subject-01,1,23,0.749140977859497,truck,truck,0,0023_tex_s01_0_truck_00_truck1.png
subject-01,1,24,0.581623077392578,airplane,airplane,0,0024_tex_s01_0_airplane_00_airplane1.png
subject-01,1,25,0.565967082977295,cat,cat,0,0025_tex_s01_0_cat_00_cat1.png
subject-01,1,26,0.583101987838745,elephant,elephant,0,0026_tex_s01_0_elephant_00_elephant1.png
subject-01,1,27,0.629559993743896,knife,knife,0,0027_tex_s01_0_knife_00_knife2.png
subject-01,1,28,0.575778007507324,chair,chair,0,0028_tex_s01_0_chair_00_chair3.png
subject-01,1,29,0.784719944000244,dog,dog,0,0029_tex_s01_0_dog_00_dog3.png
subject-01,1,30,0.631117105484009,cat,cat,0,0030_tex_s01_0_cat_00_cat2.png
subject-01,1,31,0.615365982055664,elephant,elephant,0,0031_tex_s01_0_elephant_00_elephant2.png
subject-01,1,32,1.05454516410828,bear,bird,0,0032_tex_s01_0_bird_00_bird1.png
subject-01,1,33,0.5625901222229,airplane,airplane,0,0033_tex_s01_0_airplane_00_airplane2.png
subject-01,1,34,0.708943128585815,bird,bird,0,0034_tex_s01_0_bird_00_bird3.png
subject-01,1,35,0.739648103713989,bicycle,bicycle,0,0035_tex_s01_0_bicycle_00_bicycle3.png
subject-01,1,36,0.49427604675293,clock,clock,0,0036_tex_s01_0_clock_00_clock1.png
subject-01,1,37,0.686960935592651,keyboard,keyboard,0,0037_tex_s01_0_keyboard_00_keyboard2.png
subject-01,1,38,0.565380096435547,car,car,0,0038_tex_s01_0_car_00_car2.png
subject-01,1,39,0.488420009613037,boat,boat,0,0039_tex_s01_0_boat_00_boat1.png
subject-01,1,40,0.558593988418579,bottle,bottle,0,0040_tex_s01_0_bottle_00_bottle2.png
subject-01,1,41,0.957249164581299,car,car,0,0041_tex_s01_0_car_00_car3.png
subject-01,1,42,0.711753129959106,cat,cat,0,0042_tex_s01_0_cat_00_cat3.png
subject-01,1,43,0.588067054748535,chair,chair,0,0043_tex_s01_0_chair_00_chair1.png
subject-01,1,44,0.466310024261475,clock,clock,0,0044_tex_s01_0_clock_00_clock2.png
subject-01,1,45,0.551311016082764,oven,oven,0,0045_tex_s01_0_oven_00_oven3.png
subject-01,1,46,0.781671047210693,bird,bird,0,0046_tex_s01_0_bird_00_bird2.png
subject-01,1,47,0.5379638671875,keyboard,keyboard,0,0047_tex_s01_0_keyboard_00_keyboard1.png
subject-01,1,48,0.636903047561646,knife,knife,0,0048_tex_s01_0_knife_00_knife1.png
