subj,session,trial,rt,object_response,category,condition,imagename
subject-05,1,1,0.533288955688477,clock,chair,c01,0001_cop_s05_c01_chair_10_n02791124_356.png
subject-05,1,2,0.701326847076416,truck,truck,c100,0002_cop_s05_c100_truck_10_n03417042_2155.png
subject-05,1,3,0.861207962036133,chair,chair,c50,0003_cop_s05_c50_chair_10_n04429376_5593.png
subject-05,1,4,0.844820022583008,cat,elephant,c03,0004_cop_s05_c03_elephant_10_n02504458_63.png
subject-05,1,5,0.91356897354126,bear,elephant,c100,0005_cop_s05_c100_elephant_10_n02504013_9099.png
subject-05,1,6,0.911113023757935,airplane,bear,c01,0006_cop_s05_c01_bear_10_n02134084_10386.png
subject-05,1,7,0.474000930786133,boat,truck,c01,0007_cop_s05_c01_truck_10_n04467665_3220.png
subject-05,1,8,1.14230704307556,bottle,bottle,c30,0008_cop_s05_c30_bottle_10_n04557648_31733.png
subject-05,1,9,1.05635094642639,car,car,c03,0009_cop_s05_c03_car_10_n02814533_47406.png
subject-05,1,10,0.616065979003906,knife,knife,c100,0010_cop_s05_c100_knife_10_n03041632_54732.png
subject-05,1,11,0.871073961257935,car,car,c03,0011_cop_s05_c03_car_10_n02814533_32693.png
subject-05,1,12,1.00975513458252,car,car,c10,0012_cop_s05_c10_car_10_n03100240_6797.png
subject-05,1,13,0.699481964111328,bottle,bottle,c10,0013_cop_s05_c10_bottle_10_n03983396_4829.png
subject-05,1,14,0.567840814590454,cat,cat,c15,0014_cop_s05_c15_cat_10_n02124075_4027.png
subject-05,1,15,1.38968896865845,bear,bear,c10,0015_cop_s05_c10_bear_10_n02132136_6995.png
subject-05,1,16,0.641983985900879,cat,oven,c05,0016_cop_s05_c05_oven_10_n04111531_3286.png
subject-05,1,17,0.642193078994751,car,car,c100,0017_cop_s05_c100_car_10_n03100240_278.png
subject-05,1,18,0.986164093017578,elephant,car,c01,0018_cop_s05_c01_car_10_n04285008_5838.png
subject-05,1,19,0.899696111679077,chair,knife,c05,0019_cop_s05_c05_knife_10_n03041632_8563.png
subject-05,1,20,0.630364894866943,boat,bird,c01,0020_cop_s05_c01_bird_10_n02028035_23375.png
subject-05,1,21,0.72815990447998,airplane,airplane,c03,0021_cop_s05_c03_airplane_10_n02690373_2525.png
subject-05,1,22,0.896027088165283,cat,dog,c100,0022_cop_s05_c100_dog_10_n02089867_218.png
subject-05,1,23,NaN,na,oven,c05,0023_cop_s05_c05_oven_10_n04111531_4332.png
subject-05,1,24,1.06242084503174,cat,car,c10,0024_cop_s05_c10_car_10_n02814533_52627.png
subject-05,1,25,0.886965990066528,keyboard,keyboard,c05,0025_cop_s05_c05_keyboard_10_n03085013_11359.png
subject-05,1,26,0.514755964279175,boat,boat,c100,0026_cop_s05_c100_boat_10_n04273569_1678.png
subject-05,1,27,0.744812965393066,airplane,boat,c05,0027_cop_s05_c05_boat_10_n02951358_14598.png
subject-05,1,28,0.751183986663818,oven,oven,c15,0028_cop_s05_c15_oven_10_n04111531_7283.png
subject-05,1,29,0.727530002593994,clock,clock,c50,0029_cop_s05_c50_clock_10_n04548280_3153.png
subject-05,1,30,0.566226959228516,cat,cat,c05,0030_cop_s05_c05_cat_10_n02123159_3850.png
subject-05,1,31,1.44776606559753,keyboard,truck,c10,0031_cop_s05_c10_truck_10_n03417042_3327.png
subject-05,1,32,0.663547992706299,airplane,airplane,c15,0032_cop_s05_c15_airplane_10_n02690373_20242.png
subject-05,1,33,0.799635887145996,chair,chair,c50,0033_cop_s05_c50_chair_10_n04429376_619.png
subject-05,1,34,0.522491931915283,boat,truck,c01,0034_cop_s05_c01_truck_10_n03796401_10576.png
subject-05,1,35,0.601457118988037,keyboard,keyboard,c30,0035_cop_s05_c30_keyboard_10_n04505470_3824.png
subject-05,1,36,0.628576993942261,clock,bird,c15,0036_cop_s05_c15_bird_10_n01534433_5696.png
subject-05,1,37,0.694334983825684,bird,bird,c100,0037_cop_s05_c100_bird_10_n02009912_22409.png
subject-05,1,38,0.625010967254639,cat,bicycle,c03,0038_cop_s05_c03_bicycle_10_n03792782_11959.png
subject-05,1,39,1.12329816818237,truck,truck,c15,0039_cop_s05_c15_truck_10_n03417042_2143.png
subject-05,1,40,0.730951070785522,airplane,chair,c03,0040_cop_s05_c03_chair_10_n02791124_1174.png
subject-05,1,41,0.629043102264404,car,bear,c30,0041_cop_s05_c30_bear_10_n02134418_557.png
subject-05,1,42,0.567108154296875,clock,truck,c05,0042_cop_s05_c05_truck_10_n04467665_60862.png
subject-05,1,43,0.881595134735107,truck,truck,c05,0043_cop_s05_c05_truck_10_n04467665_27899.png
subject-05,1,44,0.925235033035278,elephant,elephant,c50,0044_cop_s05_c50_elephant_10_n02504013_8162.png
