subj,session,trial,rt,object_response,category,condition,imagename
subject-01,1,1,0.741573095321655,boat,boat,bw,0000_cl_s01_bw_boat_40_n02951358_5952.JPEG
subject-01,1,2,0.525771856307983,bottle,bottle,bw,0001_cl_s01_bw_bottle_40_n02823428_3049.JPEG
subject-01,1,3,0.634964942932129,chair,chair,cr,0002_cl_s01_cr_chair_40_n03376595_3169.JPEG
subject-01,1,4,0.673916101455688,car,car,bw,0003_cl_s01_bw_car_40_n04285008_8784.JPEG
subject-01,1,5,0.8661789894104,chair,chair,bw,0004_cl_s01_bw_chair_40_n03376595_2924.JPEG
subject-01,1,6,0.935362100601196,bear,bear,bw,0005_cl_s01_bw_bear_40_n02134418_4157.JPEG
subject-01,1,7,0.573801040649414,boat,boat,bw,0006_cl_s01_bw_boat_40_n03344393_7659.JPEG
subject-01,1,8,0.728101968765259,knife,knife,bw,0007_cl_s01_bw_knife_40_n03041632_11327.JPEG
subject-01,1,9,0.912754058837891,dog,dog,bw,0008_cl_s01_bw_dog_40_n02092002_10760.JPEG
subject-01,1,10,0.705517053604126,bottle,bottle,cr,0009_cl_s01_cr_bottle_40_n02823428_765.JPEG
subject-01,1,11,0.813493013381958,bottle,bottle,cr,0010_cl_s01_cr_bottle_40_n04560804_545.JPEG
subject-01,1,12,0.966276884078979,bottle,clock,bw,0011_cl_s01_bw_clock_40_n04548280_7384.JPEG
subject-01,1,13,0.782780885696411,knife,knife,bw,0012_cl_s01_bw_knife_40_n03041632_10000.JPEG
subject-01,1,14,0.767583847045898,elephant,elephant,cr,0013_cl_s01_cr_elephant_40_n02504013_4288.JPEG
subject-01,1,15,0.712188959121704,knife,knife,cr,0014_cl_s01_cr_knife_40_n03041632_9759.JPEG
subject-01,1,16,0.796499967575073,dog,bear,bw,0015_cl_s01_bw_bear_40_n02132136_390.JPEG
subject-01,1,17,1.08106589317322,dog,dog,bw,0016_cl_s01_bw_dog_40_n02110063_16336.JPEG
subject-01,1,18,0.743405103683472,bird,bird,bw,0017_cl_s01_bw_bird_40_n01601694_13054.JPEG
subject-01,1,19,1.07445597648621,elephant,bottle,bw,0018_cl_s01_bw_bottle_40_n04591713_3896.JPEG
subject-01,1,20,0.682633876800537,boat,boat,cr,0019_cl_s01_cr_boat_40_n03344393_4496.JPEG
subject-01,1,21,1.04325008392334,elephant,oven,bw,0020_cl_s01_bw_oven_40_n04111531_19000.JPEG
subject-01,1,22,0.803882122039795,bottle,bottle,cr,0021_cl_s01_cr_bottle_40_n04560804_1703.JPEG
subject-01,1,23,0.99643611907959,elephant,elephant,bw,0022_cl_s01_bw_elephant_40_n02504458_2556.JPEG
subject-01,1,24,0.674527883529663,keyboard,keyboard,bw,0023_cl_s01_bw_keyboard_40_n04505470_3957.JPEG
subject-01,1,25,0.85929799079895,oven,bottle,bw,0024_cl_s01_bw_bottle_40_n04557648_5665.JPEG
subject-01,1,26,0.741849899291992,keyboard,keyboard,cr,0025_cl_s01_cr_keyboard_40_n04505470_2889.JPEG
subject-01,1,27,0.804314851760864,bird,bird,bw,0026_cl_s01_bw_bird_40_n01843383_5962.JPEG
subject-01,1,28,0.872675895690918,knife,knife,cr,0027_cl_s01_cr_knife_40_n03041632_94620.JPEG
subject-01,1,29,0.711426019668579,boat,boat,cr,0028_cl_s01_cr_boat_40_n02951358_8456.JPEG
subject-01,1,30,0.895767211914062,airplane,airplane,cr,0029_cl_s01_cr_airplane_40_n02690373_8650.JPEG
subject-01,1,31,0.818477869033813,keyboard,keyboard,cr,0030_cl_s01_cr_keyboard_40_n03085013_17305.JPEG
subject-01,1,32,0.895249843597412,knife,knife,bw,0031_cl_s01_bw_knife_40_n03041632_96714.JPEG
subject-01,1,33,0.771623849868774,clock,clock,bw,0032_cl_s01_bw_clock_40_n04548280_1202.JPEG
subject-01,1,34,0.625777006149292,oven,oven,cr,0033_cl_s01_cr_oven_40_n04111531_12929.JPEG
subject-01,1,35,0.886067867279053,elephant,elephant,cr,0034_cl_s01_cr_elephant_40_n02504458_5788.JPEG
subject-01,1,36,0.616865158081055,bicycle,bicycle,bw,0035_cl_s01_bw_bicycle_40_n02835271_12926.JPEG
subject-01,1,37,1.03938484191895,bear,bear,cr,0036_cl_s01_cr_bear_40_n02134084_6669.JPEG
subject-01,1,38,0.815664052963257,dog,cat,bw,0037_cl_s01_bw_cat_40_n02123394_4877.JPEG
subject-01,1,39,0.824621915817261,bird,bird,cr,0038_cl_s01_cr_bird_40_n01817953_10964.JPEG
subject-01,1,40,0.793026924133301,dog,dog,cr,0039_cl_s01_cr_dog_40_n02100583_1267.JPEG
subject-01,1,41,1.16968297958374,oven,oven,cr,0040_cl_s01_cr_oven_40_n04111531_12080.JPEG
subject-01,1,42,0.824628114700317,clock,clock,bw,0041_cl_s01_bw_clock_40_n03196217_5165.JPEG
subject-01,1,43,0.877108812332153,truck,truck,cr,0042_cl_s01_cr_truck_40_n03417042_6213.JPEG
subject-01,1,44,0.823380947113037,airplane,airplane,bw,0043_cl_s01_bw_airplane_40_n02690373_2750.JPEG
subject-01,1,45,0.786247968673706,bottle,bottle,bw,0044_cl_s01_bw_bottle_40_n04557648_1293.JPEG
subject-01,1,46,0.646521091461182,clock,clock,cr,0045_cl_s01_cr_clock_40_n03196217_3416.JPEG
subject-01,1,47,1.00099492073059,bird,bird,bw,0046_cl_s01_bw_bird_40_n02011460_5075.JPEG
subject-01,1,48,0.740285873413086,keyboard,keyboard,bw,0047_cl_s01_bw_keyboard_40_n04505470_1600.JPEG
subject-01,1,49,0.808579921722412,truck,truck,cr,0048_cl_s01_cr_truck_40_n04467665_64492.JPEG
subject-01,1,50,0.616783857345581,keyboard,keyboard,bw,0049_cl_s01_bw_keyboard_40_n03085013_23648.JPEG
subject-01,1,51,1.50031208992004,knife,knife,cr,0050_cl_s01_cr_knife_40_n03041632_18859.JPEG
subject-01,1,52,1.01583003997803,chair,chair,bw,0051_cl_s01_bw_chair_40_n04429376_14170.JPEG
subject-01,1,53,0.576700925827026,bicycle,bicycle,bw,0052_cl_s01_bw_bicycle_40_n02835271_17168.JPEG
subject-01,1,54,0.684758901596069,car,car,cr,0053_cl_s01_cr_car_40_n02814533_11051.JPEG
subject-01,1,55,1.32943916320801,airplane,boat,bw,0054_cl_s01_bw_boat_40_n04273569_12917.JPEG
subject-01,1,56,0.593178987503052,oven,oven,bw,0055_cl_s01_bw_oven_40_n04111531_5904.JPEG
subject-01,1,57,0.906970977783203,keyboard,keyboard,bw,0056_cl_s01_bw_keyboard_40_n03085013_22820.JPEG
subject-01,1,58,1.14511203765869,chair,chair,cr,0057_cl_s01_cr_chair_40_n03376595_2056.JPEG
subject-01,1,59,0.629651069641113,car,car,cr,0058_cl_s01_cr_car_40_n04285008_6131.JPEG
subject-01,1,60,0.800887107849121,knife,knife,bw,0059_cl_s01_bw_knife_40_n03041632_35365.JPEG
subject-01,1,61,0.714976787567139,chair,chair,bw,0060_cl_s01_bw_chair_40_n02791124_3926.JPEG
subject-01,1,62,0.661498785018921,bicycle,bicycle,bw,0061_cl_s01_bw_bicycle_40_n03792782_2960.JPEG
subject-01,1,63,0.829769134521484,bear,bear,cr,0062_cl_s01_cr_bear_40_n02134084_20500.JPEG
subject-01,1,64,0.830587148666382,dog,dog,cr,0063_cl_s01_cr_dog_40_n02105505_4069.JPEG
subject-01,1,65,0.799176931381226,clock,clock,bw,0064_cl_s01_bw_clock_40_n03196217_243.JPEG
subject-01,1,66,0.79996919631958,bottle,bottle,bw,0065_cl_s01_bw_bottle_40_n02823428_10814.JPEG
subject-01,1,67,0.668138027191162,oven,oven,bw,0066_cl_s01_bw_oven_40_n04111531_4012.JPEG
subject-01,1,68,0.638506889343262,bicycle,bicycle,cr,0067_cl_s01_cr_bicycle_40_n03792782_32379.JPEG
subject-01,1,69,0.829119920730591,bicycle,bicycle,cr,0068_cl_s01_cr_bicycle_40_n02835271_3308.JPEG
subject-01,1,70,0.95950722694397,car,car,bw,0069_cl_s01_bw_car_40_n02814533_85368.JPEG
subject-01,1,71,0.592061996459961,oven,oven,cr,0070_cl_s01_cr_oven_40_n04111531_14126.JPEG
subject-01,1,72,0.52252984046936,oven,oven,bw,0071_cl_s01_bw_oven_40_n04111531_12103.JPEG
subject-01,1,73,0.8455650806427,dog,dog,bw,0072_cl_s01_bw_dog_40_n02111129_797.JPEG
subject-01,1,74,0.851905107498169,bottle,bottle,cr,0073_cl_s01_cr_bottle_40_n03983396_2053.JPEG
subject-01,1,75,0.76844310760498,clock,clock,bw,0074_cl_s01_bw_clock_40_n02708093_544.JPEG
