subj,session,trial,rt,object_response,category,condition,imagename
subject-03,3,1,0.8182330132,oven,oven,bw,0000_cl_s03_bw_oven_40_n04111531_2872.JPEG
subject-03,3,2,0.6567239761,bird,bird,cr,0001_cl_s03_cr_bird_40_n02027492_2004.JPEG
subject-03,3,3,1.1013422012,cat,dog,cr,0002_cl_s03_cr_dog_40_n02102040_4103.JPEG
subject-03,3,4,0.8234930038,bottle,bottle,bw,0003_cl_s03_bw_bottle_40_n02823428_5024.JPEG
subject-03,3,5,0.8844149113,truck,truck,bw,0004_cl_s03_bw_truck_40_n03417042_3101.JPEG
subject-03,3,6,0.7057049274,bottle,bottle,cr,0005_cl_s03_cr_bottle_40_n04591713_2024.JPEG
subject-03,3,7,0.6956379414,boat,bear,bw,0006_cl_s03_bw_bear_40_n02134084_7169.JPEG
subject-03,3,8,0.8018121719,keyboard,keyboard,cr,0007_cl_s03_cr_keyboard_40_n03085013_22013.JPEG
subject-03,3,9,0.6083340645,boat,boat,bw,0008_cl_s03_bw_boat_40_n04612504_7566.JPEG
subject-03,3,10,0.7137560844,car,car,bw,0009_cl_s03_bw_car_40_n02814533_28856.JPEG
subject-03,3,11,1.3256089687,dog,cat,cr,0010_cl_s03_cr_cat_40_n02123045_13884.JPEG
subject-03,3,12,0.8465878963,elephant,elephant,cr,0011_cl_s03_cr_elephant_40_n02504458_1998.JPEG
subject-03,3,13,1.0588870049,dog,dog,bw,0012_cl_s03_bw_dog_40_n02088238_6532.JPEG
subject-03,3,14,0.9047439098,bottle,bottle,cr,0013_cl_s03_cr_bottle_40_n04591713_595.JPEG
subject-03,3,15,0.6866989136,keyboard,keyboard,bw,0014_cl_s03_bw_keyboard_40_n03085013_3231.JPEG
subject-03,3,16,0.8606510162,airplane,airplane,bw,0015_cl_s03_bw_airplane_40_n02690373_9535.JPEG
subject-03,3,17,1.2831370831,bear,bear,bw,0016_cl_s03_bw_bear_40_n02132136_1029.JPEG
subject-03,3,18,0.8055949211,clock,clock,bw,0017_cl_s03_bw_clock_40_n04548280_5013.JPEG
subject-03,3,19,0.8027970791,airplane,airplane,cr,0018_cl_s03_cr_airplane_40_n02690373_349.JPEG
subject-03,3,20,0.809212923,cat,cat,cr,0019_cl_s03_cr_cat_40_n02124075_20957.JPEG
subject-03,3,21,0.6755800247,oven,oven,cr,0020_cl_s03_cr_oven_40_n04111531_10011.JPEG
subject-03,3,22,0.6976220608,clock,clock,bw,0021_cl_s03_bw_clock_40_n02708093_3695.JPEG
subject-03,3,23,0.7879619598,clock,clock,bw,0022_cl_s03_bw_clock_40_n04548280_5752.JPEG
subject-03,3,24,0.8337409496,chair,chair,cr,0023_cl_s03_cr_chair_40_n03376595_7285.JPEG
subject-03,3,25,0.6295051575,airplane,airplane,cr,0024_cl_s03_cr_airplane_40_n02690373_18693.JPEG
subject-03,3,26,0.7595899105,clock,clock,bw,0025_cl_s03_bw_clock_40_n03196217_5910.JPEG
subject-03,3,27,1.0034689903,truck,truck,bw,0026_cl_s03_bw_truck_40_n04467665_70939.JPEG
subject-03,3,28,1.0178267956,elephant,elephant,bw,0027_cl_s03_bw_elephant_40_n02504013_4646.JPEG
subject-03,3,29,0.715998888,bear,bear,cr,0028_cl_s03_cr_bear_40_n02132136_3169.JPEG
subject-03,3,30,1.5000550747,keyboard,keyboard,bw,0029_cl_s03_bw_keyboard_40_n03085013_805.JPEG
subject-03,3,31,0.7575380802,oven,oven,cr,0030_cl_s03_cr_oven_40_n04111531_6993.JPEG
subject-03,3,32,0.8503770828,chair,chair,bw,0031_cl_s03_bw_chair_40_n03376595_7247.JPEG
subject-03,3,33,0.8629329205,car,car,bw,0032_cl_s03_bw_car_40_n04285008_4935.JPEG
subject-03,3,34,0.6765599251,clock,clock,bw,0033_cl_s03_bw_clock_40_n04548280_3038.JPEG
subject-03,3,35,0.5832190514,boat,boat,bw,0034_cl_s03_bw_boat_40_n04273569_15916.JPEG
subject-03,3,36,0.7429301739,chair,chair,bw,0035_cl_s03_bw_chair_40_n03376595_3863.JPEG
subject-03,3,37,0.7400691509,keyboard,keyboard,cr,0036_cl_s03_cr_keyboard_40_n03085013_19436.JPEG
subject-03,3,38,1.0394020081,truck,truck,bw,0037_cl_s03_bw_truck_40_n03417042_3669.JPEG
subject-03,3,39,1.0591800213,dog,dog,cr,0038_cl_s03_cr_dog_40_n02097130_9583.JPEG
subject-03,3,40,0.8347988129,bicycle,bicycle,bw,0039_cl_s03_bw_bicycle_40_n02835271_13311.JPEG
subject-03,3,41,0.9575819969,bear,cat,bw,0040_cl_s03_bw_cat_40_n02125311_34035.JPEG
subject-03,3,42,0.6563930511,oven,oven,bw,0041_cl_s03_bw_oven_40_n04111531_17922.JPEG
subject-03,3,43,0.6780040264,keyboard,keyboard,bw,0042_cl_s03_bw_keyboard_40_n04505470_4513.JPEG
subject-03,3,44,0.943696022,bird,bird,bw,0043_cl_s03_bw_bird_40_n01855672_6577.JPEG
subject-03,3,45,0.9735898972,bear,bicycle,cr,0044_cl_s03_cr_bicycle_40_n02835271_6921.JPEG
subject-03,3,46,0.8046200275,bird,bird,cr,0045_cl_s03_cr_bird_40_n01860187_6891.JPEG
subject-03,3,47,1.4006738663,dog,dog,cr,0046_cl_s03_cr_dog_40_n02102480_5031.JPEG
subject-03,3,48,0.7081708908,boat,boat,cr,0047_cl_s03_cr_boat_40_n04273569_10962.JPEG
subject-03,3,49,0.9686090946,keyboard,keyboard,bw,0048_cl_s03_bw_keyboard_40_n03085013_19096.JPEG
subject-03,3,50,0.9135799408,airplane,airplane,bw,0049_cl_s03_bw_airplane_40_n02690373_20074.JPEG
subject-03,3,51,0.688999176,truck,truck,cr,0050_cl_s03_cr_truck_40_n04467665_30226.JPEG
subject-03,3,52,0.9415669441,elephant,elephant,cr,0051_cl_s03_cr_elephant_40_n02504013_19694.JPEG
subject-03,3,53,1.1147367954,knife,clock,cr,0052_cl_s03_cr_clock_40_n03196217_2919.JPEG
subject-03,3,54,1.1514530182,knife,knife,bw,0053_cl_s03_bw_knife_40_n03041632_18959.JPEG
subject-03,3,55,NaN,na,bicycle,bw,0054_cl_s03_bw_bicycle_40_n02835271_12097.JPEG
subject-03,3,56,0.7218570709,airplane,airplane,cr,0055_cl_s03_cr_airplane_40_n02690373_4728.JPEG
subject-03,3,57,1.24949193,bear,dog,bw,0056_cl_s03_bw_dog_40_n02106662_116690.JPEG
subject-03,3,58,0.8474349976,bicycle,bicycle,cr,0057_cl_s03_cr_bicycle_40_n02835271_15038.JPEG
subject-03,3,59,0.7471549511,chair,chair,cr,0058_cl_s03_cr_chair_40_n04099969_20900.JPEG
subject-03,3,60,0.7426049709,oven,oven,bw,0059_cl_s03_bw_oven_40_n04111531_2575.JPEG
subject-03,3,61,0.7810161114,truck,truck,bw,0060_cl_s03_bw_truck_40_n04467665_30208.JPEG
subject-03,3,62,1.122781992,dog,dog,bw,0061_cl_s03_bw_dog_40_n02113712_1933.JPEG
subject-03,3,63,0.9910731316,knife,knife,bw,0062_cl_s03_bw_knife_40_n03041632_424.JPEG
subject-03,3,64,0.9132270813,dog,dog,bw,0063_cl_s03_bw_dog_40_n02086079_59775.JPEG
subject-03,3,65,0.9791350365,bird,keyboard,bw,0064_cl_s03_bw_keyboard_40_n03085013_24294.JPEG
subject-03,3,66,0.8304748535,bear,bear,cr,0065_cl_s03_cr_bear_40_n02134418_6083.JPEG
subject-03,3,67,0.9749748707,dog,dog,bw,0066_cl_s03_bw_dog_40_n02092339_6138.JPEG
subject-03,3,68,0.7645509243,chair,chair,cr,0067_cl_s03_cr_chair_40_n04099969_16549.JPEG
subject-03,3,69,0.9413979053,elephant,elephant,cr,0068_cl_s03_cr_elephant_40_n02504013_10462.JPEG
subject-03,3,70,0.9554450512,truck,truck,bw,0069_cl_s03_bw_truck_40_n03796401_197.JPEG
subject-03,3,71,0.8913497925,bicycle,bicycle,cr,0070_cl_s03_cr_bicycle_40_n02835271_276.JPEG
subject-03,3,72,0.7351958752,oven,oven,cr,0071_cl_s03_cr_oven_40_n04111531_2371.JPEG
subject-03,3,73,0.6949958801,bicycle,bicycle,cr,0072_cl_s03_cr_bicycle_40_n03792782_33855.JPEG
subject-03,3,74,0.9526400566,knife,knife,cr,0073_cl_s03_cr_knife_40_n03041632_15444.JPEG
subject-03,3,75,0.9343891144,car,car,bw,0074_cl_s03_bw_car_40_n04285008_1912.JPEG
subject-03,3,76,0.7867767811,airplane,airplane,bw,0075_cl_s03_bw_airplane_40_n02690373_9059.JPEG
subject-03,3,77,0.8302938938,chair,chair,bw,0076_cl_s03_bw_chair_40_n04099969_7714.JPEG
subject-03,3,78,0.7291660309,bird,bird,bw,0077_cl_s03_bw_bird_40_n01622779_7006.JPEG
subject-03,3,79,0.9094779491,clock,keyboard,bw,0078_cl_s03_bw_keyboard_40_n04505470_2608.JPEG
subject-03,3,80,0.7992639542,chair,chair,bw,0079_cl_s03_bw_chair_40_n03376595_5074.JPEG
subject-03,3,81,0.9819841385,keyboard,keyboard,cr,0080_cl_s03_cr_keyboard_40_n03085013_6038.JPEG
subject-03,3,82,0.766906023,bird,bird,bw,0081_cl_s03_bw_bird_40_n01558993_6027.JPEG
subject-03,3,83,0.8261370659,knife,knife,cr,0082_cl_s03_cr_knife_40_n03041632_25022.JPEG
subject-03,3,84,1.5000109673,elephant,elephant,cr,0083_cl_s03_cr_elephant_40_n02504013_5027.JPEG
subject-03,3,85,0.830534935,airplane,airplane,cr,0084_cl_s03_cr_airplane_40_n02690373_8740.JPEG
subject-03,3,86,0.8740429878,bicycle,bicycle,bw,0085_cl_s03_bw_bicycle_40_n03792782_20028.JPEG
subject-03,3,87,1.0185890198,boat,truck,cr,0086_cl_s03_cr_truck_40_n04467665_67165.JPEG
subject-03,3,88,0.8384749889,bird,bird,bw,0087_cl_s03_bw_bird_40_n01560419_3427.JPEG
subject-03,3,89,1.0524299145,chair,chair,cr,0088_cl_s03_cr_chair_40_n03376595_4469.JPEG
subject-03,3,90,0.9969739914,knife,knife,cr,0089_cl_s03_cr_knife_40_n03041632_8051.JPEG
subject-03,3,91,0.8642349243,clock,clock,cr,0090_cl_s03_cr_clock_40_n03196217_585.JPEG
subject-03,3,92,0.8625409603,airplane,airplane,cr,0091_cl_s03_cr_airplane_40_n02690373_8789.JPEG
subject-03,3,93,0.7457518578,chair,chair,cr,0092_cl_s03_cr_chair_40_n03376595_8302.JPEG
subject-03,3,94,0.8680310249,clock,clock,bw,0093_cl_s03_bw_clock_40_n02708093_3759.JPEG
subject-03,3,95,1.0589618683,chair,knife,bw,0094_cl_s03_bw_knife_40_n03041632_13612.JPEG
subject-03,3,96,0.6892819405,oven,oven,cr,0095_cl_s03_cr_oven_40_n04111531_1229.JPEG
subject-03,3,97,0.9106538296,dog,cat,cr,0096_cl_s03_cr_cat_40_n02123394_1602.JPEG
subject-03,3,98,0.7944221497,bird,bird,bw,0097_cl_s03_bw_bird_40_n02018207_2627.JPEG
subject-03,3,99,1.0710818768,cat,cat,cr,0098_cl_s03_cr_cat_40_n02123159_3330.JPEG
subject-03,3,100,0.723279953,oven,keyboard,bw,0099_cl_s03_bw_keyboard_40_n03085013_21266.JPEG
subject-03,3,101,1.3837590218,bottle,bottle,cr,0100_cl_s03_cr_bottle_40_n03937543_443.JPEG
subject-03,3,102,0.8060269356,car,car,bw,0101_cl_s03_bw_car_40_n03100240_19014.JPEG
subject-03,3,103,0.9507761002,knife,knife,cr,0102_cl_s03_cr_knife_40_n03041632_11797.JPEG
subject-03,3,104,0.9160540104,elephant,elephant,cr,0103_cl_s03_cr_elephant_40_n02504013_8385.JPEG
subject-03,3,105,0.8043301105,airplane,airplane,cr,0104_cl_s03_cr_airplane_40_n02690373_6856.JPEG
subject-03,3,106,1.2878210545,knife,knife,bw,0105_cl_s03_bw_knife_40_n03041632_24100.JPEG
subject-03,3,107,0.8507509232,bear,bear,cr,0106_cl_s03_cr_bear_40_n02134418_4041.JPEG
subject-03,3,108,0.7937719822,bicycle,bicycle,cr,0107_cl_s03_cr_bicycle_40_n03792782_52601.JPEG
subject-03,3,109,0.8129479885,boat,boat,cr,0108_cl_s03_cr_boat_40_n02951358_32429.JPEG
subject-03,3,110,0.7810997963,bear,bear,cr,0109_cl_s03_cr_bear_40_n02133161_1498.JPEG
subject-03,3,111,1.0392310619,chair,chair,cr,0110_cl_s03_cr_chair_40_n02791124_4538.JPEG
subject-03,3,112,0.8070781231,keyboard,keyboard,cr,0111_cl_s03_cr_keyboard_40_n03085013_21025.JPEG
subject-03,3,113,0.8136320114,bottle,bottle,bw,0112_cl_s03_bw_bottle_40_n04591713_1976.JPEG
subject-03,3,114,0.8823430538,boat,boat,cr,0113_cl_s03_cr_boat_40_n04612504_30742.JPEG
subject-03,3,115,0.9807310104,truck,truck,cr,0114_cl_s03_cr_truck_40_n03796401_17504.JPEG
subject-03,3,116,0.7728068829,airplane,airplane,bw,0115_cl_s03_bw_airplane_40_n02690373_8141.JPEG
subject-03,3,117,0.8629369736,keyboard,keyboard,cr,0116_cl_s03_cr_keyboard_40_n04505470_3947.JPEG
subject-03,3,118,1.1746861935,bicycle,bicycle,cr,0117_cl_s03_cr_bicycle_40_n03792782_47774.JPEG
subject-03,3,119,1.2226669788,truck,truck,cr,0118_cl_s03_cr_truck_40_n03417042_12133.JPEG
subject-03,3,120,0.860599041,bear,bear,bw,0119_cl_s03_bw_bear_40_n02133161_3233.JPEG
subject-03,3,121,0.9970860481,bear,bear,cr,0120_cl_s03_cr_bear_40_n02132136_1934.JPEG
subject-03,3,122,0.7197310925,boat,boat,cr,0121_cl_s03_cr_boat_40_n04273569_12756.JPEG
subject-03,3,123,0.7118721008,keyboard,keyboard,cr,0122_cl_s03_cr_keyboard_40_n04505470_6272.JPEG
subject-03,3,124,0.9699559212,clock,clock,cr,0123_cl_s03_cr_clock_40_n02708093_1513.JPEG
subject-03,3,125,1.1597521305,keyboard,keyboard,cr,0124_cl_s03_cr_keyboard_40_n04505470_4486.JPEG
subject-03,3,126,0.790378809,chair,chair,bw,0125_cl_s03_bw_chair_40_n04099969_2502.JPEG
subject-03,3,127,0.9426391125,airplane,airplane,bw,0126_cl_s03_bw_airplane_40_n02690373_5003.JPEG
subject-03,3,128,0.719517231,boat,boat,cr,0127_cl_s03_cr_boat_40_n03344393_5625.JPEG
subject-03,3,129,0.9544711113,clock,clock,cr,0128_cl_s03_cr_clock_40_n04548280_3997.JPEG
subject-03,3,130,0.7233278751,airplane,airplane,cr,0129_cl_s03_cr_airplane_40_n02690373_7944.JPEG
subject-03,3,131,0.9459819794,airplane,airplane,bw,0130_cl_s03_bw_airplane_40_n02690373_7686.JPEG
subject-03,3,132,0.9192371368,truck,truck,bw,0131_cl_s03_bw_truck_40_n03417042_29083.JPEG
subject-03,3,133,0.9713380337,bottle,bottle,cr,0132_cl_s03_cr_bottle_40_n04557648_23050.JPEG
subject-03,3,134,0.7454469204,elephant,elephant,bw,0133_cl_s03_bw_elephant_40_n02504013_8007.JPEG
subject-03,3,135,0.9672908783,keyboard,keyboard,cr,0134_cl_s03_cr_keyboard_40_n03085013_24577.JPEG
subject-03,3,136,0.9331459999,chair,chair,bw,0135_cl_s03_bw_chair_40_n02791124_5893.JPEG
subject-03,3,137,0.884210825,boat,boat,cr,0136_cl_s03_cr_boat_40_n02951358_15424.JPEG
subject-03,3,138,0.7376179695,bear,bear,bw,0137_cl_s03_bw_bear_40_n02132136_8046.JPEG
subject-03,3,139,1.0809600353,bird,bird,cr,0138_cl_s03_cr_bird_40_n02056570_9553.JPEG
subject-03,3,140,0.878485918,oven,oven,cr,0139_cl_s03_cr_oven_40_n04111531_23340.JPEG
subject-03,3,141,0.9314091206,car,car,bw,0140_cl_s03_bw_car_40_n02814533_3573.JPEG
subject-03,3,142,1.3455550671,knife,bottle,cr,0141_cl_s03_cr_bottle_40_n04560804_15225.JPEG
subject-03,3,143,1.0277781487,airplane,airplane,bw,0142_cl_s03_bw_airplane_40_n02690373_2700.JPEG
subject-03,3,144,0.7630228996,cat,cat,bw,0143_cl_s03_bw_cat_40_n02123394_1139.JPEG
subject-03,3,145,0.7466909885,clock,clock,cr,0144_cl_s03_cr_clock_40_n02708093_3006.JPEG
subject-03,3,146,0.5990679264,bird,bird,cr,0145_cl_s03_cr_bird_40_n02018795_7163.JPEG
subject-03,3,147,0.9942450523,car,car,cr,0146_cl_s03_cr_car_40_n02814533_75974.JPEG
subject-03,3,148,1.092468977,knife,knife,cr,0147_cl_s03_cr_knife_40_n03041632_23087.JPEG
subject-03,3,149,0.8769981861,bicycle,bicycle,bw,0148_cl_s03_bw_bicycle_40_n02835271_2505.JPEG
subject-03,3,150,0.7755019665,bottle,bottle,bw,0149_cl_s03_bw_bottle_40_n02823428_6123.JPEG
subject-03,3,151,1.4633080959,elephant,bear,cr,0150_cl_s03_cr_bear_40_n02132136_7206.JPEG
subject-03,3,152,0.6846909523,oven,oven,bw,0151_cl_s03_bw_oven_40_n04111531_20429.JPEG
subject-03,3,153,0.8371360302,car,car,cr,0152_cl_s03_cr_car_40_n02814533_27150.JPEG
subject-03,3,154,0.896791935,truck,truck,bw,0153_cl_s03_bw_truck_40_n04467665_20700.JPEG
subject-03,3,155,1.0012140274,dog,dog,cr,0154_cl_s03_cr_dog_40_n02099712_5781.JPEG
subject-03,3,156,0.96636796,truck,truck,bw,0155_cl_s03_bw_truck_40_n03417042_5110.JPEG
subject-03,3,157,0.8796908855,knife,knife,cr,0156_cl_s03_cr_knife_40_n03041632_3210.JPEG
subject-03,3,158,1.0698959827,boat,bird,bw,0157_cl_s03_bw_bird_40_n02011460_15966.JPEG
subject-03,3,159,1.1225149632,dog,dog,cr,0158_cl_s03_cr_dog_40_n02098286_5684.JPEG
subject-03,3,160,0.8247928619,chair,chair,cr,0159_cl_s03_cr_chair_40_n04099969_14851.JPEG
subject-03,3,161,0.7686071396,oven,oven,cr,0160_cl_s03_cr_oven_40_n04111531_9490.JPEG
subject-03,3,162,1.1259491444,bear,bear,bw,0161_cl_s03_bw_bear_40_n02132136_31133.JPEG
subject-03,3,163,0.7477779388,boat,boat,bw,0162_cl_s03_bw_boat_40_n04273569_4380.JPEG
subject-03,3,164,0.9302060604,airplane,airplane,cr,0163_cl_s03_cr_airplane_40_n02690373_101.JPEG
subject-03,3,165,1.0585820675,cat,cat,cr,0164_cl_s03_cr_cat_40_n02124075_7488.JPEG
subject-03,3,166,0.8106608391,car,car,cr,0165_cl_s03_cr_car_40_n03100240_7567.JPEG
subject-03,3,167,0.9540808201,bear,bear,cr,0166_cl_s03_cr_bear_40_n02134084_2004.JPEG
subject-03,3,168,0.8031640053,elephant,elephant,cr,0167_cl_s03_cr_elephant_40_n02504458_5176.JPEG
subject-03,3,169,0.8519289494,chair,chair,cr,0168_cl_s03_cr_chair_40_n03376595_6837.JPEG
subject-03,3,170,0.7966589928,clock,clock,bw,0169_cl_s03_bw_clock_40_n02708093_3598.JPEG
subject-03,3,171,1.0190780163,airplane,airplane,bw,0170_cl_s03_bw_airplane_40_n02690373_9346.JPEG
subject-03,3,172,0.955065012,car,car,cr,0171_cl_s03_cr_car_40_n02814533_82925.JPEG
subject-03,3,173,0.5991001129,oven,oven,bw,0172_cl_s03_bw_oven_40_n04111531_49.JPEG
