subj,session,trial,rt,object_response,category,condition,imagename
subject-01,1,1,1.45217204093933,bottle,boat,0,0001_stg_s01_0_boat_00_boat1-truck3.png
subject-01,1,2,1.50003004074097,car,airplane,0,0002_stg_s01_0_airplane_00_airplane4-car1.png
subject-01,1,3,1.50025820732117,bear,bear,0,0003_stg_s01_0_bear_00_bear10-bottle1.png
subject-01,1,4,1.50013089179993,bottle,bottle,0,0004_stg_s01_0_bottle_00_bottle9-bottle1.png
subject-01,1,5,1.50014805793762,bear,dog,0,0005_stg_s01_0_dog_00_dog9-bicycle3.png
subject-01,1,6,1.50023794174194,clock,oven,0,0006_stg_s01_0_oven_00_oven3-cat2.png
subject-01,1,7,1.50012898445129,bicycle,bicycle,0,0007_stg_s01_0_bicycle_00_bicycle2-car2.png
subject-01,1,8,1.41855502128601,car,knife,0,0008_stg_s01_0_knife_00_knife1-truck2.png
subject-01,1,9,1.50025796890259,clock,oven,0,0009_stg_s01_0_oven_00_oven3-truck1.png
subject-01,1,10,1.45721983909607,knife,knife,0,0010_stg_s01_0_knife_00_knife1-elephant1.png
subject-01,1,11,1.50012993812561,bicycle,bicycle,0,0011_stg_s01_0_bicycle_00_bicycle5-dog2.png
subject-01,1,12,1.50018882751465,chair,chair,0,0012_stg_s01_0_chair_00_chair7-boat3.png
subject-01,1,13,1.50018501281738,bear,bear,0,0013_stg_s01_0_bear_00_bear10-knife2.png
subject-01,1,14,1.50007796287537,knife,airplane,0,0014_stg_s01_0_airplane_00_airplane7-clock3.png
subject-01,1,15,1.44621396064758,bicycle,boat,0,0015_stg_s01_0_boat_00_boat3-keyboard2.png
subject-01,1,16,1.50000596046448,bicycle,bird,0,0016_stg_s01_0_bird_00_bird8-knife2.png
subject-01,1,17,1.50012016296387,keyboard,keyboard,0,0017_stg_s01_0_keyboard_00_keyboard7-clock3.png
subject-01,1,18,1.50021409988403,clock,clock,0,0018_stg_s01_0_clock_00_clock2-bicycle1.png
subject-01,1,19,1.43538188934326,boat,airplane,0,0019_stg_s01_0_airplane_00_airplane10-oven2.png
subject-01,1,20,1.47149109840393,bicycle,elephant,0,0020_stg_s01_0_elephant_00_elephant2-truck2.png
subject-01,1,21,1.40693211555481,knife,boat,0,0021_stg_s01_0_boat_00_boat6-clock2.png
subject-01,1,22,1.46615600585938,knife,knife,0,0022_stg_s01_0_knife_00_knife5-knife3.png
subject-01,1,23,1.28561401367188,bear,bear,0,0023_stg_s01_0_bear_00_bear2-elephant1.png
subject-01,1,24,1.50026321411133,bottle,boat,0,0024_stg_s01_0_boat_00_boat7-keyboard3.png
subject-01,1,25,1.500412940979,truck,truck,0,0025_stg_s01_0_truck_00_truck6-dog2.png
subject-01,1,26,1.32526397705078,knife,bear,0,0026_stg_s01_0_bear_00_bear6-boat3.png
subject-01,1,27,1.34674596786499,bear,bear,0,0027_stg_s01_0_bear_00_bear4-oven2.png
subject-01,1,28,1.22859883308411,bear,bear,0,0028_stg_s01_0_bear_00_bear2-knife2.png
subject-01,1,29,1.35070419311523,knife,airplane,0,0029_stg_s01_0_airplane_00_airplane8-elephant3.png
subject-01,1,30,1.50026488304138,bicycle,bicycle,0,0030_stg_s01_0_bicycle_00_bicycle9-car1.png
subject-01,1,31,1.49231100082397,dog,dog,0,0031_stg_s01_0_dog_00_dog9-bear3.png
