subj,session,trial,rt,object_response,category,condition,imagename
subject-05,1,1,0.612639188766479,cat,car,40,0001_lp_s05_40_car_10_n03100240_21073.png
subject-05,1,2,0.867173194885254,boat,boat,15,0002_lp_s05_15_boat_10_n02951358_13352.png
subject-05,1,3,0.929667949676514,airplane,truck,0,0003_lp_s05_0_truck_10_n04467665_29863.png
subject-05,1,4,0.768328905105591,boat,boat,7,0004_lp_s05_7_boat_10_n04612504_1099.png
subject-05,1,5,0.5986008644104,elephant,elephant,0,0005_lp_s05_0_elephant_10_n02504013_7005.png
subject-05,1,6,0.699350118637085,car,bear,15,0006_lp_s05_15_bear_10_n02133161_11637.png
subject-05,1,7,0.728837013244629,bird,truck,40,0007_lp_s05_40_truck_10_n03417042_11511.png
subject-05,1,8,0.7295081615448,car,cat,10,0008_lp_s05_10_cat_10_n02124075_15123.png
subject-05,1,9,1.38953995704651,dog,elephant,3,0009_lp_s05_3_elephant_10_n02504013_2640.png
subject-05,1,10,0.976152896881104,clock,cat,40,0010_lp_s05_40_cat_10_n02123045_3168.png
subject-05,1,11,0.676488161087036,knife,knife,1,0011_lp_s05_1_knife_10_n03041632_33075.png
subject-05,1,12,1.01409697532654,cat,cat,0,0012_lp_s05_0_cat_10_n02123597_14094.png
subject-05,1,13,0.836199998855591,car,cat,7,0013_lp_s05_7_cat_10_n02123045_4009.png
subject-05,1,14,0.712382793426514,boat,bird,10,0014_lp_s05_10_bird_10_n01796340_1266.png
subject-05,1,15,0.76692008972168,boat,airplane,40,0015_lp_s05_40_airplane_10_n02690373_10176.png
subject-05,1,16,1.18959784507751,car,car,5,0016_lp_s05_5_car_10_n04285008_2790.png
subject-05,1,17,0.827828168869019,car,car,0,0017_lp_s05_0_car_10_n04285008_13267.png
subject-05,1,18,1.4902400970459,cat,chair,10,0018_lp_s05_10_chair_10_n03376595_4084.png
subject-05,1,19,0.649940967559814,bear,bear,0,0019_lp_s05_0_bear_10_n02133161_991.png
subject-05,1,20,1.06627702713013,keyboard,clock,7,0020_lp_s05_7_clock_10_n04548280_1190.png
subject-05,1,21,0.666889905929565,oven,bottle,40,0021_lp_s05_40_bottle_10_n04557648_9222.png
subject-05,1,22,0.797411918640137,car,car,40,0022_lp_s05_40_car_10_n02814533_10701.png
subject-05,1,23,0.676116943359375,chair,chair,1,0023_lp_s05_1_chair_10_n02791124_5079.png
subject-05,1,24,1.46654391288757,airplane,airplane,5,0024_lp_s05_5_airplane_10_n02690373_3553.png
subject-05,1,25,0.87468409538269,car,knife,40,0025_lp_s05_40_knife_10_n03041632_26314.png
subject-05,1,26,1.07492303848267,bottle,bottle,15,0026_lp_s05_15_bottle_10_n03983396_13391.png
subject-05,1,27,1.23522996902466,oven,elephant,10,0027_lp_s05_10_elephant_10_n02504013_9393.png
subject-05,1,28,0.689877033233643,boat,bird,5,0028_lp_s05_5_bird_10_n02009912_29971.png
subject-05,1,29,0.960177898406982,airplane,knife,3,0029_lp_s05_3_knife_10_n03041632_22570.png
subject-05,1,30,0.89568305015564,car,car,0,0030_lp_s05_0_car_10_n02814533_92940.png
subject-05,1,31,0.933881998062134,truck,truck,7,0031_lp_s05_7_truck_10_n03417042_234.png
subject-05,1,32,0.671786069869995,truck,truck,0,0032_lp_s05_0_truck_10_n04467665_67927.png
subject-05,1,33,1.19334101676941,clock,chair,0,0033_lp_s05_0_chair_10_n04429376_57621.png
subject-05,1,34,0.845152139663696,bottle,bottle,0,0034_lp_s05_0_bottle_10_n03937543_7554.png
subject-05,1,35,0.777767896652222,bicycle,bicycle,0,0035_lp_s05_0_bicycle_10_n03792782_34550.png
subject-05,1,36,NaN,na,chair,7,0036_lp_s05_7_chair_10_n04099969_3733.png
subject-05,1,37,0.699877977371216,car,car,3,0037_lp_s05_3_car_10_n04285008_8080.png
subject-05,1,38,0.776357889175415,boat,elephant,7,0038_lp_s05_7_elephant_10_n02504013_7674.png
subject-05,1,39,0.836791038513184,truck,truck,5,0039_lp_s05_5_truck_10_n03796401_7431.png
subject-05,1,40,1.17512106895447,car,boat,10,0040_lp_s05_10_boat_10_n04612504_3003.png
subject-05,1,41,0.675347089767456,elephant,elephant,5,0041_lp_s05_5_elephant_10_n02504458_2716.png
subject-05,1,42,0.680683135986328,cat,keyboard,40,0042_lp_s05_40_keyboard_10_n03085013_14411.png
subject-05,1,43,0.995021820068359,car,car,5,0043_lp_s05_5_car_10_n02814533_9530.png
subject-05,1,44,0.657438993453979,car,car,5,0044_lp_s05_5_car_10_n02814533_11155.png
subject-05,1,45,0.725409030914307,bird,bird,3,0045_lp_s05_3_bird_10_n01820546_6762.png
subject-05,1,46,0.601176023483276,boat,boat,7,0046_lp_s05_7_boat_10_n02951358_32698.png
subject-05,1,47,1.07763314247131,truck,bird,40,0047_lp_s05_40_bird_10_n01796340_9197.png
subject-05,1,48,0.953795909881592,bird,bear,15,0048_lp_s05_15_bear_10_n02134418_4646.png
subject-05,1,49,0.516508102416992,oven,oven,0,0049_lp_s05_0_oven_10_n04111531_1970.png
subject-05,1,50,0.887091875076294,boat,airplane,40,0050_lp_s05_40_airplane_10_n02690373_1229.png
subject-05,1,51,0.738498210906982,clock,clock,5,0051_lp_s05_5_clock_10_n04548280_5268.png
subject-05,1,52,0.960760831832886,car,dog,15,0052_lp_s05_15_dog_10_n02107574_3360.png
subject-05,1,53,1.0452721118927,bird,bicycle,40,0053_lp_s05_40_bicycle_10_n03792782_26289.png
subject-05,1,54,1.12096118927002,keyboard,keyboard,7,0054_lp_s05_7_keyboard_10_n03085013_15887.png
subject-05,1,55,0.905465126037598,car,car,0,0055_lp_s05_0_car_10_n03100240_16210.png
